id,log2FoldChange,pval,padj
BC057022,0.9907369012,0.2819221082,0.5961031382
BC057079,-0.369122156,0.1338299216,0.3635344755
BC060267,2.1901870639,0.0475821883,0.1738867943
BC061194,1.4218576695,0.6805889205,0.9599820258
BC065397,0.853373096,0.0790476681,0.2509071554
BC067068,0.3066255135,0.3304435606,0.6537530263
BC068157,0.5595262826,0.5887882773,0.9017936529
BC068281,0.5149505091,0.1890796576,0.4579239194
BC080695,-1.543278602,0.907797896,1
BC088983,0.3863920587,0.1783547581,0.4418195008
BC089491,Inf,1,1
Bc1,-Inf,0.9803341241,1
BC100451,-0.0993931407,0.837489002,1
BC107364,-Inf,0.9803203734,1
BC125332,2.5786853654,0.7182052119,0.9801749281
Bcam,1.1261273798,0.0118794226,0.0619286133
Bcan,1.8490388207,0.6950138673,0.9689366008
Bcap29,-0.7353057242,0.0174972967,0.0828421988
Bcap31,-0.3069095921,0.1417903409,0.3772397441
Bcar1,-0.6235157453,0.0909711842,0.276683618
Bcar3,-0.0446365868,0.8172989984,1
Bcas1,-1.9717695144,0.8607560909,1
Bcas2,-0.382896664,0.0900478808,0.2747424153
Bcas3,0.817312059,0.0816091603,0.2563023517
Bcat1,-2.127160931,2.62684966482762E-12,1.85554093199261E-10
Bcat2,-0.314122546,0.2567166684,0.5616031414
Bccip,-0.7231265436,0.0029237044,0.0209262301
Bcdin3d,0.0514096062,0.8883270656,1
Bche,1.3291334652,0.4120026547,0.7452983635
Bckdha,0.9008727863,0.0019567962,0.0152592301
Bckdhb,-0.252373694,0.5029501647,0.830882298
Bckdk,-0.1296626465,0.5771236761,0.892047564
Bcl10,-0.2051126302,0.3698406762,0.6995324092
Bcl11a,NA,NA,NA
Bcl2,0.0834841113,0.8411822571,1
Bcl2l1,-0.3130800969,0.1957969355,0.468701701
Bcl2l10,-Inf,0.9803298911,1
Bcl2l11,1.3544608172,8.0894933529212E-06,0.0001654297
Bcl2l12,0.3150349729,0.4041978162,0.7359430328
Bcl2l13,-0.1624308694,0.4478277327,0.7787919541
Bcl2l14,3.1636478661,0.4602405756,0.7919669588
Bcl2l15,-2.0443225343,0.5620387348,0.8783409541
Bcl2l2,-0.1869403474,0.4517019406,0.7827199565
Bcl3,2.093831509,6.95156869094706E-06,0.0001449569
Bcl6,1.5590449584,6.57204699540443E-09,2.97903509928051E-07
Bcl6b,0.2823822174,0.7036373087,0.9727448403
Bcl7a,-0.4842598824,0.0542110674,0.191426833
Bcl7b,0.132344157,0.7138634327,0.9783958761
Bcl7c,-0.6030508494,0.0784749141,0.2496032304
Bcl9,0.2135035999,0.3735127716,0.7026367086
Bcl9l,-0.1412916283,0.5291571456,0.8510006328
Bclaf1,-0.2577105642,0.2148553574,0.4987238026
Bcmo1,Inf,0.5215326311,0.8455842005
Bco2,0.7149071214,0.9625725371,1
Bcor,-0.4075371072,0.068989012,0.2273566766
Bcorl1,-0.7176482547,0.0051169868,0.0320933321
Bcr,-0.3314090861,0.1614759592,0.4117163386
Bcs1l,-0.1658769018,0.6374408886,0.9362281967
Bdh1,-0.9326574676,0.3434330505,0.6696825978
Bdh2,2.2902109402,8.35666098184286E-09,3.70865114202047E-07
Bdkrb1,2.4962925685,7.14150485454725E-17,7.91306743785225E-15
Bdkrb2,2.5914918707,2.98020162309804E-06,7.10781848632298E-05
Bdnf,-0.9494619825,0.0015761361,0.0129962237
Bdp1,-0.0762232163,0.7229184917,0.9822833046
Bean1,-0.2444811974,0.9765748464,1
Becn1,-0.1547601117,0.5170065913,0.8422035882
Begain,0.8679895343,0.2681858008,0.5769006319
Bend3,-0.5470014255,0.0262480512,0.1123978812
Bend4,0.3348330814,0.393040824,0.7228488923
Bend5,2.364909601,0.006321098,0.0379333008
Bend6,-0.2172252032,0.7356891755,0.9883051039
Bend7,1.9839363156,0.4222325458,0.7560317225
Best1,2.3009823363,0.1000228983,0.2968641798
Best2,0.6911375208,0.9430193026,1
Best3,-0.2363725763,0.9782678162,1
Bet1,0.0819232572,0.7914767724,1
Bet1l,0.0726828742,0.781380195,1
Bex1,0.4756221388,0.7707129448,1
Bex2,2.0881312541,0.5040978578,0.8319675802
Bex4,-0.0304095467,1,1
Bfar,0.4198892391,0.1104324982,0.3193181207
Bfsp1,-0.2719877778,0.7743277854,1
Bfsp2,Inf,0.8835277658,1
Bglap,2.1293897248,0.527396857,0.8500295993
Bglap-rs1,-Inf,0.9810393654,1
Bglap2,3.3943377662,0.4647508733,0.7966553645
Bgn,-0.5333345152,0.0247079871,0.1076244877
Bhlha15,0.3722036083,1,1
Bhlha9,Inf,0.9563652549,1
Bhlhb9,-0.2512653539,0.2757476642,0.5867641712
Bhlhe22,4.3375139398,1.96938716078694E-17,2.27122588685857E-15
Bhlhe40,0.0611977577,0.833640363,1
Bhlhe41,0.7083818082,0.522965673,0.8463082812
Bicc1,0.5804205018,0.1378215155,0.3701909934
Bicd1,0.2289282786,0.5578899962,0.875165088
Bicd2,-0.5598621701,0.0151556193,0.0744302474
Bid,0.3927187806,0.1487694001,0.3899934497
Bik,2.2713294797,0.1511439806,0.394396911
Bin1,-0.7616277301,0.0004438891,0.0046394897
Bin3,-0.321290468,0.2367836673,0.5319630946
Birc2,0.8838837943,0.0003974772,0.0042300259
Birc3,1.8041826902,4.6664986888186E-11,2.88726833107816E-09
Birc5,-0.7685924454,0.0004196456,0.0044270386
Birc6,-0.6228534214,0.0025160876,0.0184894815
Bivm,-0.3186675534,0.2244362304,0.5136160116
Blcap,-0.1347777417,0.622898286,0.9267217765
Blm,-0.2768467995,0.2419982586,0.5397443071
Blmh,-0.430516765,0.0692292648,0.2280248156
Bloc1s1,0.022279963,0.9298270239,1
Bloc1s2,-0.9615912288,0.0138528109,0.0693786421
Bloc1s3,0.1236880843,0.7761955782,1
Blvra,-0.41440034,0.110094632,0.3187217035
Blvrb,0.1160361463,0.7132668384,0.9779744253
Blzf1,0.2771983968,0.3297008882,0.6529695278
Bmf,5.2247089745,3.59357820882603E-11,2.26475581316832E-09
Bmi1,-0.0918228699,0.6794328471,0.9594446278
Bmp1,0.3874148018,0.0660060605,0.2198429753
Bmp15,NA,NA,NA
Bmp2,2.5206380855,0.2449841976,0.5444225232
Bmp2k,-0.0033622086,0.9960688418,1
Bmp3,0.7132661033,0.7422676925,0.9910091951
Bmp4,1.0621381318,0.7151879167,0.9788246191
Bmp6,1.6260343496,0.0637061452,0.2145005522
Bmp8a,Inf,0.1556772502,0.4023287399
Bmp8b,-Inf,0.9810348977,1
Bmper,-0.149615712,0.5926138242,0.9043642238
Bmpr1a,0.0691779303,0.8091348632,1
Bmpr1b,-1.002770596,0.0205251704,0.0934129435
Bmpr2,0.3840283932,0.1504630972,0.3931567334
Bms1,-0.4577008488,0.0337026695,0.1352014568
Bmx,-0.1072649332,1,1
Bmyc,0.3772924984,0.8063046772,1
Bnc1,-0.4395853235,0.3358540781,0.6602196412
Bnc2,0.1807751183,0.5430709417,0.8607398432
Bnip1,-0.5347952747,0.1118253027,0.3220819499
Bnip2,-0.3086376985,0.1358823203,0.3672852321
Bnip3,0.4290193804,0.1197378045,0.3368594422
Bnip3l,0.7939965923,0.0121857253,0.0630023183
Bnipl,0.8016456499,0.8071203945,1
Boc,1.1209390631,0.2969826733,0.6158712245
Bod1,-0.4475845179,0.1045736306,0.3063536231
Bod1l,-0.0021929921,0.9845236417,1
Bok,-1.2877736628,3.36915940835828E-06,7.85658314303959E-05
Bola1,-0.0496550609,0.9494984852,1
Bola2,-0.6922529711,0.0842313354,0.2619477844
Bola3,-0.5967311535,0.0571657575,0.1984297884
Boll,1.0237737499,0.9429528344,1
Bop1,-1.0382534754,0.00066818,0.0064989419
Bpgm,-0.0301693134,0.8962272049,1
Bphl,0.3212290967,0.4290831156,0.7618124395
Bpi,-Inf,0.9803352031,1
Bpifb9b,-Inf,0.9803394987,1
Bpifc,-0.1072649332,1,1
Bpnt1,-0.5185966486,0.02487126,0.1080857398
Bptf,-0.0565035722,0.809679875,1
Braf,0.2235022559,0.3619091385,0.6903548474
Brap,0.077464143,0.7208243289,0.9811429023
Brca1,0.1119933014,0.7145292385,0.9787826584
Brca2,0.2583274593,0.3596518592,0.6876258
Brcc3,-0.2772845855,0.2390087955,0.5353751542
Brd1,-0.1355266966,0.5476559949,0.8650846046
Brd2,-0.0090176628,0.9819157772,1
Brd3,-0.092890907,0.6758442796,0.957546738
Brd4,-0.2022780391,0.3422388378,0.6684303015
Brd7,-0.3357366018,0.1340346582,0.3638545854
Brd8,0.1140111283,0.603918611,0.9129052352
Brd9,0.101996588,0.6891165668,0.965583367
Brdt,1.7328603508,7.22957212939919E-05,0.001055667
Bre,0.1456967083,0.5792169659,0.8935622404
Brf1,0.0344104039,0.8788897114,1
Brf2,-0.0880571493,0.7485815477,0.9949405074
Bri3,0.1122642762,0.6866178177,0.9639665992
Bri3bp,-0.2822002905,0.2033355418,0.4801041004
Brip1,0.2275430683,0.3427562137,0.6690553933
Brix1,-0.5090852762,0.0222039197,0.0989635691
Brms1,-0.4566471556,0.0892522319,0.2732870251
Brms1l,-0.0712071467,0.7448537416,0.992260371
Brp44,-0.2585326175,0.3454356668,0.6711943678
Brp44l,-0.0456328171,0.9503376711,1
Brpf1,-0.0592988853,0.7937221114,1
Brpf3,0.659199427,0.0026691862,0.019358704
Brsk1,-0.4204848646,0.2911587992,0.6079585076
Brsk2,2.5849550269,0.7177571345,0.9799473017
Brwd1,-0.0337192249,0.857399173,1
Brwd3,0.2773816081,0.3325713616,0.6563463509
Bscl2,0.9761636465,0.0042739899,0.0280611213
Bsdc1,0.4870490591,0.0431401383,0.1621269708
Bsg,-0.5319080711,0.0095547886,0.0523029808
Bsn,1.1973150076,0.2270538769,0.5173020259
Bspry,-0.0398519883,1,1
Bst1,Inf,0.4126835454,0.7461047398
Bst2,-0.3942571135,0.6965165622,0.9691435718
Btaf1,-0.3292294586,0.1199631468,0.3371477294
Btbd1,-0.0901405171,0.7173269316,0.9799473017
Btbd10,-0.4887845994,0.0548131503,0.1928192098
Btbd11,0.1002214328,0.8897727533,1
Btbd16,-0.4302975017,0.9804771043,1
Btbd19,-0.4932554022,0.1398699303,0.3738907173
Btbd2,0.7446763692,0.0253362415,0.1096847041
Btbd3,-0.2295153929,0.5447627336,0.8619097175
Btbd6,0.0286941816,0.9662457572,1
Btbd7,0.0530778979,0.8255875437,1
Btbd8,0.7816853425,0.3172978219,0.6391803238
Btbd9,0.2288484511,0.4092343389,0.7418487553
Btc,1.1608346191,0.0600393437,0.2056256553
Btd,1.0448767645,2.86583720603177E-05,0.0004776167
Btf3,-0.838233119,0.0002385989,0.0028129116
Btf3l4,0.4169634357,0.1067860543,0.3112695974
Btg1,1.6792580432,1.00749559552115E-11,6.64594273574711E-10
Btg2,1.0878474563,0.000037424,0.0006025161
Btg4,NA,NA,NA
Btk,-Inf,0.9803352031,1
Btn1a1,-0.6565226671,0.7890190631,1
Btn2a2,2.4402118437,0.1015433619,0.3004301247
Btnl9,1.0237737499,0.9260040193,1
Btrc,-0.0260581337,0.9058523787,1
Bub1,-0.6734016748,0.0017765877,0.0142001373
Bub1b,-0.4122584706,0.0504633865,0.1817055716
Bub3,-0.6675404374,0.0020210879,0.0155884906
Bud13,-0.3383981866,0.2090109781,0.4895500292
Bud31,-0.5713119625,0.010966533,0.0581531544
Bves,-0.3431308219,0.8674581931,1
Bysl,-1.0596877526,0.0015228251,0.012673762
Bzrap1,2.4609976238,0.2723073388,0.5819269274
Bzw1,-0.598973629,0.0034210719,0.0236049787
Bzw2,-0.8257308301,0.0002809091,0.0032155648
C030006K11Rik,0.4261566727,0.2873802907,0.603039741
C030016D13Rik,0.1044001206,1,1
C030019I05Rik,2.5540933795,0.6484386705,0.941744862
C030030A07Rik,-0.05857504,1,1
C030034I22Rik,0.6880318916,0.2225249016,0.5108279833
C030034L19Rik,0.0416838987,1,1
C030037D09Rik,0.572418693,0.6449417765,0.939980019
C030039L03Rik,1.8699715499,0.0015329592,0.0127331005
C030044B11Rik,0.8773329448,0.0097082316,0.052875427
C030046E11Rik,0.0801294631,0.7582799016,0.9999628359
C030046I01Rik,0.0750599815,0.7332526367,0.987873323
C030048B08Rik,0.476239674,0.1586551998,0.4072190163
C130021I20Rik,Inf,1,1
C130022K22Rik,0.1714507666,0.5745569272,0.8903488549
C130026I21Rik,-Inf,0.9803297642,1
C130026L21Rik,-Inf,0.9803203734,1
C130030K03Rik,NA,NA,NA
C130036L24Rik,-0.3033071988,0.7911285199,1
C130039O16Rik,0.0922429152,0.6797262447,0.9594836825
C130050O18Rik,1.610668679,0.3604095114,0.6885620322
C130060C02Rik,1.4301042577,0.4485676955,0.7792677074
C130071C03Rik,0.7265804404,0.7637838622,1
C130074G19Rik,Inf,0.0140618287,0.0701973444
C130083M11Rik,1.5147109165,0.0003689715,0.0039912618
C1d,-0.4334839209,0.071251923,0.2327098809
C1galt1,1.4034161987,1.93546928513384E-09,9.76547940204582E-08
C1galt1c1,0.0238758498,0.9531082436,1
C1qbp,-0.9171317564,0.0015843503,0.0130196274
C1qc,-Inf,0.9803203734,1
C1ql1,0.9002436724,0.4223190043,0.7560670636
C1ql3,-0.5288493926,0.4358571212,0.7676364572
C1ql4,1.3966567666,0.6879284154,0.964698383
C1qtnf1,2.7841751754,3.64022746958786E-22,6.42841419707531E-20
C1qtnf2,2.0442638759,0.0590994344,0.203272258
C1qtnf3,-1.5929321107,0.0005372768,0.0054056101
C1qtnf4,-0.3107381526,0.8995199175,1
C1qtnf6,1.1764811029,8.8232523302887E-05,0.0012475446
C1qtnf7,4.8950989828,0.0236392516,0.1039036122
C1qtnf9,NA,NA,NA
C1ra,4.8034952143,1.65141142784253E-15,1.59070329183037E-13
C1rb,Inf,0.001583682,0.0130196274
C1rl,1.9885565205,0.000000271,8.88783608633865E-06
C1s,6.3490670709,2.29160578558917E-23,4.17737557882722E-21
C2,3.8374235524,2.04494202348981E-08,8.29375648904852E-07
C230024C17,0.0416838987,1,1
C230035I16Rik,0.2125294869,0.8986408794,1
C230052I12Rik,-1.0046791699,0.0073395349,0.042582866
C230081A13Rik,-0.1006292165,0.6260793592,0.9280292015
C230091D08Rik,-0.1581403121,0.5270530231,0.8499393192
C230096C10Rik,-0.2184002774,0.335991,0.6604122229
C2cd2,-0.2670611848,0.4338655463,0.7659476508
C2cd2l,-0.2281577585,0.4401834007,0.7715497511
C2cd3,0.5198352955,0.0863456217,0.2668278025
C2cd4b,Inf,1,1
C2cd4c,2.4489495916,0.0017456074,0.0140119706
C2cd4d,-0.1072649332,1,1
C3,9.1557376478,1.16831620696335E-36,5.82543078136757E-34
C330006A16Rik,-0.2321743979,0.3730543434,0.7023973346
C330006K01Rik,1.260825107,1.52967580569551E-05,0.0002881399
C330007P06Rik,0.5544966667,0.0154178371,0.075368683
C330013E15Rik,1.6060924034,0.1860723296,0.4537520432
C330018D20Rik,0.4818281492,0.2869806097,0.6026311631
C330019G07Rik,0.2283304347,0.3100340792,0.6311757429
C330021F23Rik,Inf,0.7711612642,1
C330024C12Rik,-1.3671430784,0.7942856483,1
C330024D21Rik,-Inf,0.9803352031,1
C330027C09Rik,-0.5757446113,0.0153428918,0.0750889276
C330046G13Rik,0.0416838987,1,1
C3ar1,-2.176885451,0.1020014658,0.301417265
C430002E04Rik,Inf,1,1
C430048L16Rik,0.1534283294,0.6322278293,0.932206571
C430049B03Rik,-0.937454775,0.0345199214,0.1375361289
C4a,0.1118731162,0.9302525662,1
C4b,7.5239547524,3.89043627561311E-10,2.20583833379495E-08
C4bp,-0.1251750819,1,1
C530005A16Rik,0.5797309158,0.7876103024,1
C530008M17Rik,-1.2255145184,2.74387628467719E-05,0.0004591997
C530028O21Rik,3.5005403754,0.0827985825,0.2587436626
C530044C16Rik,0.9321476514,0.7445738351,0.9920994643
C630004H02Rik,-0.7749324582,0.4809377747,0.8131968534
C630043F03Rik,1.6146119638,0.0003998966,0.0042504368
C7,-0.9762262501,0.9803970989,1
C730002L08Rik,2.1472998735,0.7148720573,0.9788246191
C730036E19Rik,Inf,0.516464294,0.8415627813
C77080,-0.0351458874,0.8699014581,1
C77370,-1.2210597549,0.3612975325,0.6895279825
C78339,-0.0319511117,0.8782648048,1
C80913,-0.4435221473,0.0572820563,0.1987520878
C85492,0.371125416,0.3084301098,0.6290291441
C86187,-0.1251750819,1,1
C87436,0.7218615388,0.0096598848,0.0527590291
C8b,Inf,1,1
C8g,1.784948396,0.1589005465,0.4075204074
C9,Inf,1,1
C920006O11Rik,0.8491790068,0.2867115276,0.6022327502
C920009B18Rik,-1.2030496392,0.516452972,0.8415627813
C920021L13Rik,1.4945581752,0.0900217218,0.2747424153
Cab39,-0.2567859274,0.2134213327,0.4967065352
Cab39l,0.0792018816,0.7659889138,1
Cabin1,-0.1080188369,0.6294928078,0.93032792
Cables1,1.6038300112,0.0893937295,0.2734326589
Cables2,-0.2787303568,0.3072980682,0.6276655603
Cabp1,0.4521602304,0.838019631,1
Cabp4,1.5398072183,0.7186920203,0.9803657724
Cabp5,-0.0308691212,1,1
Cabyr,1.6914175752,0.0425367312,0.1603926167
Cachd1,0.1445276427,0.6387151918,0.936275894
Cacna1a,0.3229978012,0.4897413099,0.820089335
Cacna1b,0.9655310174,0.7962816671,1
Cacna1c,0.5185919832,0.1549744514,0.4011117367
Cacna1d,-Inf,0.9829400916,1
Cacna1g,3.750924493,3.32529322091269E-12,2.31990518412069E-10
Cacna1h,2.2938996407,0.3444206462,0.6704583193
Cacna1i,-0.396650854,0.6044034256,0.9132309514
Cacna2d1,0.3963495967,0.0795320436,0.2521141989
Cacna2d2,1.3654453264,0.7483464029,0.9947245232
Cacna2d4,0.0416838987,1,1
Cacnb1,0.7086055027,0.2035475616,0.480337112
Cacnb2,1.6628978878,0.010587349,0.0564958539
Cacnb3,0.6515386842,0.0037921083,0.0256228028
Cacnb4,1.0038065016,0.2474783542,0.5479183686
Cacng4,-Inf,0.9805934691,1
Cacng7,0.7826134941,0.0053695905,0.0332592869
Cacng8,1.0629228178,0.5201103235,0.8443388216
Cacybp,-0.8082110605,0.0001589007,0.0020167532
Cad,-1.3140969466,1.22424459352595E-07,4.38786862453392E-06
Cadm1,2.1688894151,0.3662732934,0.6949559197
Cadm2,6.3492686861,2.25022936581203E-27,6.05526006962085E-25
Cadm3,3.1618438576,1.05487590140784E-05,0.0002084302
Cadm4,-0.1938369595,0.665157245,0.951194498
Cadps2,0.8927350668,1,1
Cage1,0.7964028391,0.3324188428,0.6562132326
Calca,2.4857047906,0.7683116683,1
Calcb,Inf,0.9563652549,1
Calcoco1,1.7808323366,5.16521408344256E-07,1.58061145048017E-05
Calcr,NA,NA,NA
Calcrl,0.2330561935,0.3448078462,0.6707300438
Cald1,-0.5246666036,0.0100187418,0.0540916339
Calhm1,-0.9672989684,0.9806195059,1
Calhm2,0.0981277129,0.8104060987,1
Calm1,-0.7300001088,0.0003773341,0.0040615528
Calm2,-0.2718028222,0.1771150488,0.4393752947
Calm3,-0.4806792404,0.0221091662,0.0987139043
Calml4,1.448634853,0.1246001445,0.3461874443
Calr,-0.7303769095,0.0008831882,0.0082676361
Calr3,0.4333883636,0.5732042727,0.8891484973
Calr4,0.8748249181,1,1
Calu,-0.2354160332,0.2706319641,0.5796618682
Camk1,0.0122261313,0.9693454454,1
Camk1d,0.5470542052,0.1164045178,0.3301666037
Camk1g,3.6010247938,0.1872475579,0.4556348284
Camk2a,2.4074475126,0.0248695738,0.1080857398
Camk2b,0.4529017432,0.7369417123,0.9886117859
Camk2d,-0.273144162,0.2233502184,0.5119600126
Camk2g,-0.3747918222,0.0980894641,0.292251751
Camk2n1,1.7170305334,8.27626757844088E-07,2.35415376270651E-05
Camk2n2,-0.5525021747,0.2550854231,0.5589930793
Camk4,-0.5633179869,0.4153110508,0.7495760933
Camkk1,-0.5229887398,0.1580124759,0.4062459061
Camkk2,0.394165167,0.0822928614,0.2578763177
Camkv,-0.0737977276,1,1
Caml,-0.2101354197,0.4204857855,0.7545540874
Camp,Inf,0.0002253663,0.0026849161
Camsap1,-0.604542435,0.0076445062,0.0439312929
Camsap2,0.1904505153,0.4428268094,0.7735438331
Camsap3,3.8238012869,2.42047523836142E-06,5.96429022034029E-05
Camta1,-0.2180088257,0.5228675683,0.8463082812
Camta2,0.3266380666,0.2769838192,0.589098819
Cand1,-0.7501102416,0.000310797,0.0034686904
Cand2,-0.0473308044,0.8436607817,1
Cant1,0.2491246276,0.2830017496,0.5974750283
Canx,-0.4082192487,0.0483120064,0.1757205415
Cap1,-0.7794475713,0.0009883802,0.0090426391
Cap2,-0.7858389493,0.0424197304,0.1600938758
Capg,0.51003792,0.0178502961,0.0839416433
Capn1,-0.193147576,0.3785189402,0.7076986757
Capn10,-0.337012692,0.225203205,0.5148152555
Capn11,1.6406485049,0.0472386881,0.1730418061
Capn12,Inf,0.758640871,1
Capn2,-1.1500848858,0.0000001,3.63835341887281E-06
Capn3,Inf,1,1
Capn5,1.3897337262,0.000022009,0.000385055
Capn6,1.1286557277,0.2120185131,0.4947294245
Capn7,-0.2591762195,0.2667187697,0.5748582161
Capn9,-0.0737977276,1,1
Capns1,-0.6342161889,0.0043334173,0.0283536947
Capns2,-0.1072649332,1,1
Caprin1,-0.7266446188,0.0003776581,0.0040624608
Caprin2,0.842503057,0.0064534818,0.0386183822
Caps2,2.2430741884,0.6196887077,0.9249500494
Capsl,Inf,0.9563652549,1
Capza1,-0.4855215385,0.0377235928,0.1466807496
Capza2,-0.3486605763,0.0902321247,0.2750773619
Capzb,-0.6799282764,0.0019975536,0.0154844656
Car11,2.5433206313,0.0066698325,0.0395086202
Car12,0.1942235095,0.6600034079,0.9488695549
Car13,0.414207205,0.1729974032,0.4321191039
Car14,1.899017057,0.2229819914,0.5113925461
Car15,0.4468116635,0.7503145053,0.9958570273
Car2,-0.4042468534,0.8506994766,1
Car5a,Inf,1,1
Car5b,0.8248957735,0.0033407277,0.0232138395
Car6,-2.2115210997,0.0014685658,0.0123128563
Car7,0.8840845228,0.7380721765,0.988829027
Car8,0.2442078564,0.8745599554,1
Car9,1.3086387722,0.1219745553,0.3409455296
Card10,1.6109085859,8.38058853429005E-05,0.0011959269
Card14,0.5607752166,0.942283107,1
Card6,0.2729640365,0.4009004108,0.7321789586
Card9,1.7901176068,0.7207166101,0.9811393411
Carf,0.720502356,0.1431294842,0.3796110991
Carhsp1,0.0217872061,0.937458989,1
Carkd,-0.098755642,0.6869459062,0.9641274814
Carm1,-0.73978466,0.0007272025,0.0070086778
Carns1,0.6725094898,0.2738688867,0.583865598
Cars,-1.0194505879,3.99079246580868E-06,9.11804645186719E-05
Cars2,-0.4626632027,0.1131041617,0.3244424456
Casc1,0.4351245441,0.7301083909,0.986021473
Casc3,-0.3207848867,0.1953856896,0.46816807
Casc4,0.4442632842,0.0580742051,0.2006382717
Casc5,0.0710632861,0.800372046,1
Casd1,0.6879522019,0.0135573514,0.0682416208
Cask,0.0888760908,0.7469982797,0.9933998929
Caskin1,0.8957252613,0.0989085181,0.294278011
Caskin2,0.3037914027,0.2567347576,0.5616031414
Casp1,Inf,0.5139515695,0.839971171
Casp12,2.2872980664,4.63788535163834E-07,1.43740530834232E-05
Casp14,-1.543869735,0.2354175322,0.5297500482
Casp2,0.4100843278,0.0705014836,0.2311073137
Casp3,-0.2274306742,0.3083961364,0.6290291441
Casp4,3.5208973624,3.62785817005827E-31,1.16043546333958E-28
Casp6,0.23415299,0.3775588803,0.7068752842
Casp7,0.7366148926,0.0121275562,0.0628357154
Casp8,-0.0909917905,0.6874322833,0.964339222
Casp8ap2,0.2082708141,0.3510576521,0.6775409071
Casp9,0.3159957028,0.2238764902,0.5126810939
Casq1,-0.4225674382,0.8370728168,1
Casq2,Inf,0.8129780962,1
Cass4,-1.3635699643,0.4947954212,0.8240757222
Cast,0.1223501551,0.5957038053,0.9066805914
Casz1,0.2433874423,0.8925207721,1
Cat,-0.116243436,0.6378479132,0.9362281967
Catsper2,0.2662959835,0.7630133709,1
Catsper3,Inf,0.6191613694,0.9244071067
Catsperb,Inf,0.6666748547,0.9520797584
Catsperg1,2.9533283762,0.0242335483,0.1058298157
Catsperg2,0.2701643325,1,1
Cav1,-1.0996655016,2.02328277179458E-06,5.15025718171674E-05
Cav2,-0.2436872995,0.2592785208,0.5648353589
Cav3,0.6136215028,0.5768907133,0.8919314422
Cbfa2t2,0.2118464724,0.3644404141,0.6929518102
Cbfa2t3,3.0517550575,0.2748648345,0.5854734941
Cbfb,0.0269002044,0.9275493961,1
Cbl,-0.749514014,0.0015787768,0.0130116689
Cblb,-0.2580656599,0.3782654977,0.7074214792
Cbll1,-0.1999076485,0.4560305448,0.7875202023
Cbln1,-0.0685614077,1,1
Cbln2,Inf,0.8119377415,1
Cbln3,1.1222747501,0.2584665307,0.5635733885
Cbr1,0.5968564988,0.046892513,0.1723322726
Cbr2,-0.3817365727,0.6227312143,0.9265545267
Cbr3,-0.614098013,0.076586607,0.2453926949
Cbr4,-0.1565494686,0.6795664952,0.9594446278
Cbs,1.9106699091,0.0084125544,0.0474029111
Cbwd1,-0.4479090095,0.0842410972,0.2619477844
Cbx1,-0.2716713063,0.2551071269,0.5589930793
Cbx2,0.1859323318,0.4998903766,0.8288157999
Cbx3,-0.2729523319,0.3806079854,0.7102308394
Cbx4,0.0286585453,0.9241883,1
Cbx5,-0.3002444719,0.1370421183,0.3691014692
Cbx6,0.8557965546,6.58290530495842E-05,0.0009763779
Cbx7,2.2899527157,3.58721795569219E-13,2.77689981748172E-11
Cbx8,0.1706750507,0.6142228174,0.9210897323
Cby1,0.1258539299,0.6279166211,0.9290510732
Cc2d1a,-0.0467711537,0.8515626615,1
Cc2d1b,0.1589368101,0.4816324758,0.8137448039
Cc2d2a,1.1120606424,2.54395504059191E-05,0.0004308459
Ccar1,-0.4846273928,0.022358621,0.0993524908
Ccbe1,2.9801697489,4.29746939161908E-05,0.0006796175
Ccbl1,0.7526742798,0.1769073561,0.4391084053
Ccbl2,-0.3938748654,0.32863334,0.65176462
Ccbp2,NA,NA,NA
Ccdc101,-0.4853713611,0.0978382681,0.2917087836
Ccdc102a,-0.0112392779,0.9567985681,1
Ccdc103,1.7269143874,0.086220351,0.2665378575
Ccdc104,0.0012348306,0.9834326291,1
Ccdc105,0.9601480117,0.9568022532,1
Ccdc106,0.272456348,0.7116056657,0.976705323
Ccdc107,-0.4474235944,0.1361722766,0.368010299
Ccdc108,1.6664148305,0.3357012147,0.659998
Ccdc109a,-0.3917534201,0.1024334626,0.302060534
Ccdc109b,-0.6061819282,0.0257797298,0.1111180253
Ccdc11,-Inf,0.7194882033,0.9807742572
Ccdc110,2.0237737499,0.7199301711,0.9807742572
Ccdc111,0.8713924548,0.0134108367,0.0676850001
Ccdc112,-0.0637677034,0.8347662839,1
Ccdc113,0.8748249181,1,1
Ccdc114,0.3571927155,0.7976224425,1
Ccdc115,-0.0559324602,0.8457303704,1
Ccdc116,-0.7174053285,0.3819754072,0.7108291343
Ccdc117,-0.0384371862,0.884336873,1
Ccdc12,-0.1810110581,0.5441715921,0.8613876739
Ccdc120,0.6304159128,0.0330565395,0.1328626729
Ccdc122,0.9309186997,0.0030043748,0.0213681492
Ccdc123,-0.139781278,0.602305294,0.9115533703
Ccdc124,-1.1095402927,0.0010129957,0.0092180975
Ccdc125,0.2947621894,0.6864032613,0.9638527697
Ccdc126,0.0899589774,0.832245961,1
Ccdc127,0.236562495,0.3048081459,0.6246061696
Ccdc13,1.2909238886,0.6492592096,0.9421288522
Ccdc130,0.2402013067,0.4915255398,0.8215326315
Ccdc132,0.1439582891,0.5298472626,0.8515393614
Ccdc134,-0.2264422959,0.3960078073,0.7267300716
Ccdc135,1.2879542618,0.8774350761,1
