id,log2FoldChange,pval,padj
1110002L01Rik,-0.9316143741,0.082461679,0.2581667301
1110002N22Rik,-0.3484721142,0.329880514,0.6532489608
1110003E01Rik,0.6659007044,0.009280646,0.0510363129
1110004E09Rik,-1.0789462077,0.0005630672,0.0056151046
1110004F10Rik,-0.5922269778,0.0088889786,0.0494405691
1110005A03Rik,-0.0994605528,0.7978464517,1
1110006O24Rik,0.469120151,0.528620665,0.8507410418
1110007C09Rik,-0.4115982784,0.1980212314,0.4728866396
1110008F13Rik,-0.7226701882,0.0175145129,0.0828700913
1110008J03Rik,-0.2405609012,0.4872697673,0.8178464376
1110008L16Rik,0.0252111336,0.9499291579,1
1110008P14Rik,-0.2022492159,0.4766218808,0.8082196605
1110012J17Rik,-0.6028333266,0.1129715718,0.3242633068
1110012L19Rik,0.0198945096,0.9532891559,1
1110014N23Rik,0.1167100307,0.6604380694,0.9488695549
1110017D15Rik,0.2458624058,0.9672155804,1
1110017F19Rik,0.2285654232,1,1
1110018G07Rik,0.3268096481,0.1619473051,0.4121742475
1110018J18Rik,1.1036524118,0.0001398549,0.0018173096
1110019D14Rik,0.2500291168,0.8107504331,1
1110020A21Rik,0.8940169676,0.573403005,0.8892010206
1110020G09Rik,0.1528935369,0.5284672175,0.8506264165
1110021J02Rik,0.9598098119,0.0001860864,0.002281072
1110021L09Rik,-0.481566861,0.1147842655,0.3267737451
1110028C15Rik,1.5589374175,3.2115732103711E-07,1.0350912668331E-05
1110031I02Rik,0.4255102218,0.2673417927,0.5753040634
1110032A03Rik,1.1445029932,0.0037297732,0.0252764834
1110032A04Rik,NA,NA,NA
1110032F04Rik,Inf,1,1
1110034A24Rik,-0.5575881024,0.0324517104,0.1313329784
1110034B05Rik,-0.0093325126,0.9570018255,1
1110034G24Rik,0.1889597093,0.8049192839,1
1110035M17Rik,0.579571338,0.7796249757,1
1110036E04Rik,NA,NA,NA
1110037F02Rik,-0.190412368,0.363264912,0.6912594066
1110038B12Rik,-0.7528276467,0.0011399225,0.0101337732
1110038D17Rik,0.0576527189,0.8060723734,1
1110038F14Rik,0.0803060996,0.7459505489,0.993097193
1110046J04Rik,-0.8969699438,0.1018082282,0.3009511582
1110049F12Rik,-0.4550944925,0.0620046501,0.210359182
1110050K14Rik,3.6782210389,0.0867389709,0.2677505052
1110051M20Rik,0.4037952923,0.1574776376,0.4051165994
1110054M08Rik,0.5505861145,0.385281501,0.7146255238
1110054O05Rik,-0.2504928271,0.3134238224,0.6351271887
1110057K04Rik,-0.3736336033,0.1176697525,0.3328783741
1110058L19Rik,0.2891569903,0.4348356993,0.7666947072
1110059E24Rik,-0.3161396316,0.1840280709,0.4506065504
1110059G10Rik,0.6343924025,0.0583282712,0.201297384
1110065P20Rik,-0.6552273535,0.0653322874,0.218230219
1110067D22Rik,-0.4604748141,0.0434218955,0.1630051805
1190002F15Rik,0.1193251605,0.8853860155,1
1190002H23Rik,2.3379411148,0.0010330502,0.0093500301
1190002N15Rik,1.1004850179,0.0001608759,0.0020366456
1190003J15Rik,NA,NA,NA
1190005F20Rik,-0.1807957535,0.4895302387,0.820089335
1190005I06Rik,-0.1569153023,0.8259601986,1
1190007F08Rik,1.1868768309,0.0013091115,0.0112831613
1190007I07Rik,-0.387446108,0.4118728008,0.7451952607
1200009I06Rik,0.3884225819,0.3211391872,0.6434549865
1200011I18Rik,0.1659417369,0.5473803496,0.8648405467
1200011M11Rik,-0.0542391073,0.8426620756,1
1200014J11Rik,-0.0293500733,0.9116074296,1
1200016B10Rik,0.212305847,0.4828355005,0.8150341753
1300001I01Rik,-0.9139365416,0.0041579909,0.0275245683
1300002E11Rik,1.1399759855,0.0119329586,0.0620594949
1300010F03Rik,-0.1429512699,0.5925169658,0.9043344095
1300014I06Rik,-0.3476811525,0.2392909546,0.5356793283
1300017J02Rik,1.550372603,0.6786855396,0.9590825569
1300018I17Rik,0.0228387499,0.9542405866,1
1300018J18Rik,0.0215468856,0.9340697637,1
1500001M20Rik,-0.3881404896,0.1800717829,0.4439855355
1500002O10Rik,1.6028651756,0.5819064564,0.8956836894
1500002O20Rik,-0.3614550611,0.1637964207,0.4152533986
1500003O03Rik,-0.0316974508,0.8746057813,1
1500004A13Rik,0.3235012001,0.4761944044,0.8079424146
1500009L16Rik,0.0815388645,0.9781652094,1
1500010J02Rik,0.193337919,0.3995595568,0.7304003846
1500011B03Rik,0.0676496546,0.8677307353,1
1500011H22Rik,-0.514537473,0.0261928828,0.1122466992
1500011K16Rik,-1.63355703,0.0112620316,0.0593672953
1500012F01Rik,-0.8426874194,0.0009940253,0.009084567
1500015A07Rik,0.6605948641,0.1996395182,0.4751598609
1500015O10Rik,3.3671527764,0.0081196415,0.0461177621
1500016L03Rik,NA,NA,NA
1500017E21Rik,Inf,1,1
1500031L02Rik,0.2109524023,0.5360529763,0.8561396652
1500032L24Rik,-0.6516492108,0.0043985395,0.0287045962
1520402A15Rik,0.6875325304,0.19272264,0.4637685271
1600002D24Rik,Inf,1,1
1600002H07Rik,0.4116900686,0.1101951529,0.3188627664
1600002K03Rik,-0.4758761674,0.2664962473,0.5745715257
1600012F09Rik,-0.2418700646,0.4283907059,0.7609500876
1600012H06Rik,0.2536924393,0.2915607656,0.6084059222
1600014C10Rik,-0.2238274441,0.5102199866,0.8362103087
1600014C23Rik,-0.04877927,1,1
1600016N20Rik,1.5612918219,0.2853646507,0.6006688508
1600019K03Rik,-2.6922274339,0.7262761357,0.9842173723
1600020E01Rik,0.350713352,0.4013592432,0.7325309544
1600021P15Rik,-0.2711707049,0.552948164,0.869988884
1600025M17Rik,-1.4435388903,0.8599900611,1
1600027N09Rik,-0.0030070856,0.9809898431,1
1600029D21Rik,Inf,1,1
1700001F09Rik,-Inf,0.8433861992,1
1700001G11Rik,3.2731488249,0.4349060952,0.7667080017
1700001G17Rik,0.4715575202,0.6574026649,0.9474355411
1700001J03Rik,Inf,1,1
1700001J11Rik,-0.2546842086,0.7879263867,1
1700001K19Rik,-0.7566524476,0.6238681314,0.9274349415
1700001K23Rik,Inf,0.7867887752,1
1700001L05Rik,1.2673897854,2.96770036207511E-06,7.10613336698579E-05
1700001L19Rik,-0.1162478002,1,1
1700001O22Rik,1.5111647731,0.8779008965,1
1700001P01Rik,-0.2558337884,0.97766283,1
1700003E16Rik,1.7677855017,0.0169299283,0.0808715339
1700003F12Rik,0.7370008412,0.0898446693,0.274290776
1700003M02Rik,0.8941984918,0.5005265088,0.8291625676
1700003M07Rik,3.144031342,0.0212969984,0.0959723587
1700006A11Rik,Inf,0.626994763,0.9285365911
1700006H21Rik,Inf,1,1
1700007G11Rik,-0.0092776433,1,1
1700007I08Rik,1.4473669433,0.5560242192,0.8736629074
1700007J10Rik,0.1210958948,0.9054033801,1
1700007K09Rik,-0.5552433718,0.9797173958,1
1700007K13Rik,2.9816192673,0.2046566757,0.4824843032
1700007L15Rik,-0.1352026166,0.8892550937,1
1700008F21Rik,0.0237737499,1,1
1700008J07Rik,0.2032842187,0.6036220125,0.9127824439
1700008K24Rik,-0.4876929311,0.9024612212,1
1700008O03Rik,-0.0678523486,1,1
1700009C05Rik,0.0416838987,1,1
1700009N14Rik,-2.2111336522,0.0261681442,0.1122257903
1700009P17Rik,1.2450001552,0.4376404121,0.7687826535
1700010B08Rik,-0.3823364677,0.9802624465,1
1700010I14Rik,0.8870764499,0.3393987478,0.6649516898
1700010M22Rik,Inf,1,1
1700011A15Rik,-1.0588880868,0.8279166243,1
1700011E24Rik,1.211100485,0.7649928397,1
1700011H14Rik,-1.1162478002,0.9806638826,1
1700011I03Rik,0.0297191289,1,1
1700011J10Rik,0.9969860446,0.1047684366,0.3066009505
1700011L22Rik,Inf,0.7737660568,1
1700012A16Rik,0.440270036,0.6301680688,0.9306478526
1700012B09Rik,-1.5492733904,0.8453508061,1
1700012B15Rik,0.4574183343,0.1890655502,0.4579239194
1700012D01Rik,0.7076855163,0.4231379467,0.7565615227
1700012D14Rik,-0.0196635458,1,1
1700012I11Rik,NA,NA,NA
1700013F07Rik,-0.0182419051,1,1
1700013G23Rik,1.8978485345,0.1982386451,0.4732103282
1700013G24Rik,-1.1251750819,0.9805547702,1
1700013N18Rik,1.7045919383,0.5446043519,0.8618198982
1700015E13Rik,Inf,1,1
1700015F17Rik,Inf,0.7047657351,0.9732590166
1700016C15Rik,Inf,0.9023271239,1
1700016G22Rik,Inf,0.8274710102,1
1700016K19Rik,NA,NA,NA
1700016L04Rik,0.3345113218,1,1
1700016M24Rik,0.8351802766,0.5847981737,0.8980148042
1700017B05Rik,0.2176969143,0.3845217594,0.7138411507
1700017D01Rik,0.0237737499,1,1
1700017G19Rik,Inf,1,1
1700018A04Rik,1.6517957782,0.1252382435,0.3471476404
1700018A14Rik,NA,NA,NA
1700018B08Rik,-Inf,0.9815322685,1
1700018B24Rik,-1.7101375826,0.8680713438,1
1700018F24Rik,Inf,1,1
1700018L02Rik,2.3173732573,0.1267161564,0.349815828
1700019A02Rik,-Inf,0.8207941094,1
1700019B03Rik,-0.3778520255,0.9800758817,1
1700019B21Rik,Inf,1,1
1700019D03Rik,1.0416838987,1,1
1700019E19Rik,-0.1368695757,0.6340587132,0.9339007268
1700019G17Rik,1.3085239569,0.1153876384,0.3281057754
1700019G24Rik,-0.1251750819,1,1
1700019L03Rik,-0.0021886491,1,1
1700019N12Rik,0.667648739,0.7052710971,0.9733652619
1700019N19Rik,-Inf,0.9806065173,1
1700020A23Rik,0.7713930922,0.7830443508,1
1700020C07Rik,2.3058644105,0.8006630848,1
1700020D05Rik,1.7577548742,0.0745139618,0.240250132
1700020I14Rik,0.3147508517,0.2117785684,0.4943432453
1700020L24Rik,1.4832324852,0.0673744702,0.2234953625
1700020N01Rik,-0.0308691212,1,1
1700020N18Rik,Inf,1,1
1700020O03Rik,0.0923816551,0.7177534669,0.9799473017
1700021C14Rik,0.532723722,0.5284559219,0.8506264165
1700021F05Rik,-0.1995945853,0.4973516518,0.8267001992
1700021K19Rik,-0.2035294164,0.426160323,0.7593851207
1700022I11Rik,-0.8510396544,0.8597436376,1
1700022P22Rik,1.2021140933,0.7769408547,1
1700023A16Rik,Inf,0.7290549478,0.9856194999
1700023F06Rik,Inf,0.4475205157,0.7786939652
1700023L04Rik,-1.1162478002,0.8741175948,1
1700024F13Rik,1.3781735897,0.8241262416,1
1700024P03Rik,Inf,1,1
1700024P16Rik,-2.105209744,0.0017824045,0.0142332092
1700025E21Rik,-0.0031194407,1,1
1700025F22Rik,-0.0398519883,1,1
1700025G04Rik,0.2799789506,0.5629667696,0.8793883766
1700025K23Rik,0.2153552159,0.7115039037,0.976705323
1700025N23Rik,Inf,1,1
1700026D08Rik,2.6004158831,0.2062955063,0.4851335439
1700026F02Rik,-Inf,0.9803352031,1
1700026J04Rik,-1.6922274339,0.8326528127,1
1700026L06Rik,0.2213925364,1,1
1700027D21Rik,0.0237737499,1,1
1700027H10Rik,Inf,0.9300706973,1
1700027I24Rik,0.0416838987,1,1
1700028E10Rik,-1.6188321299,0.6959677336,0.9689366008
1700028I16Rik,-0.6048380464,0.8046713555,1
1700028J19Rik,0.0142212512,1,1
1700028K03Rik,0.7235056265,0.5384034215,0.8574083629
1700028P14Rik,NA,NA,NA
1700029F09Rik,-0.4383579705,0.0663174364,0.2207066155
1700029F12Rik,-0.5611887508,0.9805269598,1
1700029G01Rik,1.2731224414,0.0063154662,0.0379129244
1700029H14Rik,0.5786853654,1,1
1700029I01Rik,0.8125009631,0.4220488786,0.7557826807
1700029I15Rik,1.5823446146,0.3439905921,0.6703197085
1700029J03Rik,-0.9583161013,0.9804010397,1
1700029J07Rik,0.4676043316,0.6206661212,0.9253479577
1700029J11Rik,0.3260442526,1,1
1700029M20Rik,1.0380840373,0.742522373,0.9911495382
1700029P11Rik,1.0416838987,1,1
1700030J22Rik,0.0872980473,0.9179966111,1
1700030K09Rik,0.4886651214,0.1216207637,0.3403494233
1700034F02Rik,0.4313281792,0.8712965032,1
1700034H14Rik,0.0140070081,0.9640435754,1
1700034H15Rik,0.8152255963,0.8769145324,1
1700034I23Rik,1.5607752166,0.9470896165,1
1700034J05Rik,0.7380998492,0.9452965849,1
1700034O15Rik,NA,NA,NA
1700034P13Rik,0.6851427325,0.9498891716,1
1700037C18Rik,0.5415905379,0.3247045839,0.6473091264
1700037H04Rik,-0.6340115025,0.0119476905,0.062089688
1700039E15Rik,0.9968805593,0.9088376789,1
1700040I03Rik,0.2183336793,0.4612360415,0.7930525649
1700040L02Rik,1.8286790094,0.6569079264,0.9470669339
1700042G15Rik,0.0416838987,1,1
1700042O10Rik,-2.49846929,0.4655971319,0.7973746857
1700045H11Rik,NA,NA,NA
1700045I19Rik,1.5607752166,0.9070009722,1
1700047G03Rik,Inf,1,1
1700047M11Rik,Inf,0.9247312598,1
1700048M11Rik,0.7474032321,0.7614157584,1
1700048O20Rik,-0.6471733051,0.2213949229,0.5091302398
1700049G17Rik,0.5458652351,0.2199825707,0.5070516005
1700051A21Rik,-Inf,0.9806018827,1
1700052K11Rik,0.1693029595,0.6988937565,0.9702215733
1700052N19Rik,0.0224956407,0.9466221709,1
1700054M17Rik,-0.9583161013,0.9805333613,1
1700054N08Rik,-0.2753497985,0.3943846609,0.725005764
1700055N04Rik,-Inf,0.9806053184,1
1700056E22Rik,-0.7505494874,0.4879013502,0.8185444423
1700057K13Rik,1.5111647731,0.9368566637,1
1700060C20Rik,0.0416838987,1,1
1700061G19Rik,0.4964414746,0.7801860242,1
1700061I17Rik,NA,NA,NA
1700061J05Rik,Inf,1,1
1700065D16Rik,-0.0380598838,1,1
1700065I17Rik,Inf,0.9291421156,1
1700065J18Rik,2.3058644105,0.8436519206,1
1700066B17Rik,Inf,1,1
1700066B19Rik,1.95122073,0.8084114894,1
1700066J24Rik,-0.0892298829,0.7731963369,1
1700066M21Rik,-0.3210876133,0.2311360352,0.5237878059
1700067K01Rik,0.4664487103,0.702431707,0.9723322852
1700067P10Rik,NA,NA,NA
1700071M16Rik,0.0237737499,1,1
1700073E17Rik,-0.1072649332,1,1
1700074P13Rik,1.0237737499,1,1
1700081L11Rik,0.3169475268,0.1529081915,0.3975237803
1700084C01Rik,Inf,0.1141274212,0.3259797286
1700084E18Rik,0.4313281792,0.8697927709,1
1700084J12Rik,-0.6362135264,0.5180959549,0.8430061162
1700086L19Rik,Inf,0.7568727424,0.9995973787
1700086O06Rik,0.0801061844,0.8772190688,1
1700088E04Rik,2.7585756521,0.2229730897,0.5113925461
1700092C10Rik,-Inf,0.9803203734,1
1700092M07Rik,0.6567030937,0.7491630076,0.9951077699
1700093K21Rik,-0.1072649332,1,1
1700094D03Rik,0.4575153188,0.3203965612,0.6425119307
1700096J18Rik,0.9691308788,1,1
1700096K18Rik,2.1218898183,0.0005528896,0.0055364071
1700101E01Rik,3.4440839531,0.516992915,0.8422035882
1700101I11Rik,0.2401310921,0.8803838035,1
1700102H20Rik,-0.0965579434,0.9681260748,1
1700102P08Rik,-0.3847555252,0.7898183072,1
1700104A03Rik,Inf,1,1
1700105P06Rik,0.1532815051,1,1
1700106N22Rik,0.4522778581,0.3606638307,0.6888614153
1700108F19Rik,Inf,0.7815616064,1
1700108J01Rik,-0.9762262501,0.9806196524,1
1700109G14Rik,Inf,0.8488416675,1
1700109H08Rik,0.6158036207,0.4914059692,0.8214740399
1700110C19Rik,Inf,0.5240116202,0.847386024
1700110K17Rik,NA,NA,NA
1700110M21Rik,0.0237737499,1,1
1700112E06Rik,4.3805365898,0.000198716,0.0024028766
1700112H15Rik,Inf,0.879416737,1
1700113A16Rik,0.4250617711,0.2064478573,0.4854244834
1700113I22Rik,-0.1126668211,0.8585463533,1
1700120C14Rik,-1.2464739374,0.7202642306,0.9807742572
1700120K04Rik,0.2384331483,0.9292160537,1
1700123I01Rik,NA,NA,NA
1700123L14Rik,1.7853515291,0.2890467835,0.6053378779
1700123M08Rik,0.4404223568,0.7242562906,0.9833667224
1700123O20Rik,-0.2713586086,0.3043372274,0.6240993126
1700125D06Rik,NA,NA,NA
1700125G22Rik,0.0327010316,1,1
1700125H03Rik,2.611461911,0.1157722181,0.3288683667
1700125H20Rik,-1.9628145263,0.8102765412,1
1700128A07Rik,-0.1251750819,1,1
1700129C05Rik,Inf,0.876439218,1
1810006K21Rik,-0.261284788,0.2604917525,0.566314014
1810008A18Rik,-0.6374842127,0.0136470683,0.0685710578
1810009A15Rik,-0.6762467279,0.0162111551,0.0781871159
1810010D01Rik,1.2367257343,0.9128650018,1
1810010H24Rik,2.7775964366,0.0002371955,0.0028022123
1810011O10Rik,1.3487078553,0.153949328,0.399311958
1810012K16Rik,-0.521091102,0.8462102084,1
1810012P15Rik,-0.3325094855,0.4666474923,0.7982325069
1810013D10Rik,0.2290103877,0.4549494487,0.7865345711
1810013L24Rik,-0.5320831801,0.0206782788,0.0937573844
1810014B01Rik,0.424042182,0.5674994616,0.8838602088
1810014F10Rik,1.102367677,0.0548214824,0.1928192098
1810019D21Rik,0.2413724724,0.9146175645,1
1810019J16Rik,-Inf,0.9815239901,1
1810020D17Rik,0.3324273693,0.4251173132,0.7584326581
1810020O05Rik,-0.3599879787,0.9801652242,1
1810021B22Rik,0.891995189,0.4741079479,0.8058504152
1810022K09Rik,-0.6242202684,0.3173962875,0.6392799408
1810024B03Rik,-0.2076088413,0.8898992591,1
1810026B05Rik,0.6987988133,0.0380148619,0.1476439756
1810026J23Rik,0.0107819792,0.9716920654,1
1810027O10Rik,0.1873501693,0.4657288417,0.7973857599
1810029B16Rik,-1.0564144084,0.0040260881,0.0268295093
1810030N24Rik,-0.0129698371,0.9709850149,1
1810030O07Rik,-0.0820646649,0.7018800414,0.972007815
1810031K17Rik,0.929251142,0.0001236028,0.0016402758
1810032O08Rik,-0.3152342119,0.323998668,0.6464050278
1810033B17Rik,1.9004248505,0.2034794092,0.480337112
1810034E14Rik,0.2107292897,0.7897465836,1
1810035L17Rik,-0.8339975719,0.0102522137,0.0550540954
1810037I17Rik,-0.3849540637,0.1180290501,0.3335466721
1810041L15Rik,3.48675233,0.0364677414,0.1433930067
1810043G02Rik,0.2853932655,0.3274650875,0.6502888167
1810043H04Rik,-0.3946422207,0.3630599603,0.6912573474
1810044D09Rik,0.2003422536,0.9157923913,1
1810046J19Rik,-0.0779154419,0.8119000883,1
1810048J11Rik,-0.0274726725,0.9118587794,1
1810049H13Rik,0.2545552786,0.7152288763,0.9788246191
1810055G02Rik,-0.5130294246,0.0310905234,0.1271051947
1810058I24Rik,0.456612808,0.0543758108,0.1915634712
1810062G17Rik,-0.7640742087,0.2500871344,0.5518322517
1810062O18Rik,0.519969178,0.9009882476,1
1810063B05Rik,-0.5162288952,0.1129843304,0.3242633068
1810063B07Rik,0.3708897116,0.5656959588,0.8822671196
1810074P20Rik,-0.251977535,0.3186639856,0.6407773441
2010001E11Rik,Inf,0.9247312598,1
2010001M06Rik,1.6270239467,0.3860351697,0.7158667941
2010001M09Rik,Inf,1,1
2010002M12Rik,1.4119180586,0.1444083139,0.3819224241
2010002N04Rik,0.8803373626,0.0001378019,0.0017957054
2010003K11Rik,Inf,0.7851997186,1
2010003O02Rik,-0.2024944215,0.9179904825,1
2010005H15Rik,NA,NA,NA
2010009K17Rik,-0.1072649332,1,1
2010010A06Rik,-2.2880809573,0.2726192465,0.5823732466
2010011I20Rik,0.4763589742,0.1240218205,0.3451316353
2010012O05Rik,-0.4200410696,0.2202026183,0.5072228947
2010015L04Rik,-0.1370737118,0.7645433794,1
2010016I18Rik,1.5786853654,0.7054753491,0.9733802876
2010106C02Rik,Inf,1,1
2010106G01Rik,0.3599810235,0.1013289063,0.3000050557
2010107E04Rik,-0.6381672817,0.0079215541,0.0452321008
2010107G12Rik,Inf,0.2376518216,0.5334374012
2010107G23Rik,-0.2504511789,0.932038846,1
2010107H07Rik,-0.0876674036,0.8334737344,1
2010109A12Rik,Inf,0.8281906698,1
2010109K11Rik,0.5611463298,0.0427221243,0.1609127246
2010111I01Rik,0.1444601608,0.6677168133,0.9525793137
2010204K13Rik,-0.9553771663,0.0973616853,0.2909523445
2010300C02Rik,1.1447417841,0.5991258306,0.9088874446
2010305A19Rik,-0.2916348579,0.2954965027,0.6138404864
2010308F09Rik,1.5290749219,0.9611551451,1
2010310C07Rik,0.5200920548,1,1
2010317E24Rik,-0.1653328807,0.5409479472,0.8595084458
2010320M18Rik,0.560744521,0.1668909693,0.4209645295
2010321M09Rik,-0.15792588,0.4976276002,0.8268433376
2200002D01Rik,-1.6522730078,0.0918255361,0.2787320167
2200002K05Rik,-1.5525738717,0.2411420283,0.538401265
2210009G21Rik,0.1931332629,0.60316748,0.9122578543
2210010C04Rik,Inf,0.6682374458,0.9528664664
2210010C17Rik,0.0416838987,1,1
2210012G02Rik,0.1228518418,0.6537529926,0.9447680917
2210013O21Rik,-0.1015473468,0.7019335173,0.972007815
2210015D19Rik,-0.0973775122,0.7957876519,1
2210016F16Rik,-0.5294388855,0.0448708516,0.1669290205
2210016L21Rik,0.2041780785,0.4367206272,0.7682132881
2210018M11Rik,0.119772162,0.6038309978,0.9128541917
2210020M01Rik,1.3350271197,0.8117038514,1
2210021J22Rik,-0.0027079495,0.9827379472,1
2210039B01Rik,Inf,0.9563652549,1
2210403K04Rik,-0.2875870776,0.3548046462,0.6822051907
2210404J11Rik,0.3819936801,0.3877742029,0.7178185563
2210404O07Rik,2.8999380265,0.0476482105,0.1740905414
2210404O09Rik,0.8698385376,0.0286964963,0.1196781555
2210408F21Rik,0.9236384516,0.1412294498,0.3762198086
2210408I21Rik,0.2322644546,0.5781907089,0.8930404773
2210409E12Rik,Inf,4.93448248687096E-05,0.0007611855
2210411K11Rik,-1.6550674572,0.0180298315,0.0845999816
2210416O15Rik,2.679172751,0.2461459719,0.5459069416
2210417K05Rik,0.9510513016,0.4743733656,0.8062207185
2300009A05Rik,-0.1144953411,0.8327328996,1
2310001A20Rik,0.0784771773,0.7522947033,0.9975483121
2310001H17Rik,1.1889361465,0.3522171095,0.6789743604
2310002J15Rik,NA,NA,NA
2310003C23Rik,-0.2315102677,0.3354717348,0.6598505999
2310003F16Rik,-0.4708575249,0.0434084038,0.1629906246
2310003H01Rik,0.2343393147,0.3946435083,0.725167071
2310003L22Rik,-0.8109408774,0.0182290194,0.0852918271
2310004I24Rik,0.1443377298,0.6720701086,0.9550936623
2310004N24Rik,-0.0598185687,0.8483274962,1
2310008H04Rik,0.7798381057,0.0127284261,0.0651131589
2310008H09Rik,-0.7710139351,0.0022283301,0.0168571533
2310008N11Rik,1.9224557253,0.6566323124,0.9469917135
2310009A05Rik,0.6195581905,0.2149369018,0.4987442234
2310009B15Rik,-0.1242972565,0.755609603,0.9991088408
2310010J17Rik,0.3208865714,0.7680391498,1
2310011J03Rik,-0.1385144949,0.583424238,0.8969611958
2310014L17Rik,-0.4962073996,0.3920688731,0.7220543084
2310015A10Rik,0.8629715736,0.0627862681,0.212415806
2310015B20Rik,Inf,1,1
2310016M24Rik,0.0172285802,0.9468252554,1
2310020H05Rik,Inf,1,1
2310021P13Rik,-0.007938491,0.9942654216,1
2310022A10Rik,-0.0031786771,0.9925990879,1
2310022B05Rik,-0.1169779241,0.5909866162,0.9029791628
2310028H24Rik,-0.1354201017,0.5979042462,0.9082679826
2310030G06Rik,0.4441495991,0.8175697057,1
2310030N02Rik,-1.2866219241,0.0025332818,0.018599708
2310033E01Rik,0.0416838987,1,1
2310033P09Rik,-0.1905335961,0.6159861832,0.9226584627
2310034G01Rik,0.5610296507,0.6406704168,0.9370447395
2310035C23Rik,-0.0093382503,0.9479336079,1
2310035K24Rik,0.5261660563,0.1081215864,0.3143517844
2310036O22Rik,-0.4534804924,0.0554861999,0.1946121242
2310037I24Rik,0.0300491553,0.8770243772,1
2310039H08Rik,0.0211918611,0.898974068,1
2310040G24Rik,2.1868155196,0.4997783283,0.828711072
2310042D19Rik,0.2221727594,0.6245514397,0.9274349415
2310043J07Rik,-0.9672989684,0.9806808641,1
2310043O21Rik,-Inf,0.9803352031,1
2310044G17Rik,-0.4073604149,0.1028954316,0.3027892924
2310044H10Rik,-0.2223357897,0.3254127638,0.6481253657
2310045N01Rik,0.2413302913,0.4459768166,0.7768660222
2310046K01Rik,-1.6541336963,0.2991544025,0.6186343725
2310046O06Rik,0.2449263167,0.3833193535,0.712593133
2310047B19Rik,0.5739650065,0.1211951988,0.339606976
2310047M10Rik,-0.1472299879,0.6394978975,0.936275894
2310050B05Rik,NA,NA,NA
2310057M21Rik,-0.4960345371,0.0999701393,0.2967595469
2310061C15Rik,-0.562236924,0.0645980947,0.216471931
2310061I04Rik,-0.7482199133,0.0080806433,0.0459393516
2310061J03Rik,1.6373246987,0.0170654516,0.0814042208
2310067B10Rik,0.1706197448,0.5274503103,0.8500295993
2310068J16Rik,0.0200555421,1,1
2310069B03Rik,Inf,1,1
2310069G16Rik,Inf,0.9027747753,1
2310079F23Rik,0.1682517529,0.5920112634,0.9038566816
2400001E08Rik,-0.0834302438,0.7348975655,0.9882381557
2400003C14Rik,-0.3447678765,0.1110216466,0.3205296278
2400009B08Rik,2.3469548983,1.3857823115232E-06,0.000037114
2410001C21Rik,-0.0663147034,0.7918367615,1
2410002F23Rik,-0.7056147844,0.0143811843,0.0713503711
2410002I01Rik,0.0339273596,0.8909375971,1
2410002O22Rik,-0.1012269917,0.6377154538,0.9362281967
2410003K15Rik,-0.2257246754,0.4847505224,0.8166836925
2410004B18Rik,-0.1890741464,0.5131652738,0.8392005876
2410004I01Rik,Inf,0.850948551,1
2410004N09Rik,-0.8280039945,0.0404111499,0.1539528595
2410004P03Rik,0.1591073299,1,1
2410006H16Rik,-0.5472073057,0.0273764219,0.1159149567
2410015M20Rik,-0.0490927619,0.899942643,1
