id,log2FoldChange,pval,padj
1600002K03Rik,0.0954517949,0.8132585839,0.9828310786
1600012F09Rik,0.0656150423,0.7892968928,0.9710381391
1600012H06Rik,0.1464385288,0.4142538859,0.7618762875
1600014C10Rik,-0.1004921118,0.6474343041,0.8937397042
1600014C23Rik,1.5939497209,0.8945176738,1
1600016N20Rik,-0.038385553,0.8975728468,1
1600019K03Rik,-0.8291291882,0.765713686,0.9578515654
1600020E01Rik,0.4128568418,0.1956881535,0.5157035937
1600021P15Rik,0.0078124754,0.9566620976,1
1600025M17Rik,-1.7325083295,0.4997062766,0.8189755732
1600027N09Rik,0.2141132034,0.3654770032,0.7198307933
1600029D21Rik,-0.8291291882,0.511581758,0.8226937192
1700001F09Rik,NA,NA,NA
1700001G11Rik,-1.1907047933,0.4058956887,0.7556059678
1700001G17Rik,-0.6918674366,0.2775521369,0.6265944241
1700001J03Rik,-0.8814571614,0.5162251483,0.8226937192
1700001J11Rik,-0.0989250741,0.832783204,0.9939894157
1700001K19Rik,-0.4778912907,0.5826439491,0.8584326845
1700001K23Rik,-0.7730071095,0.5473752081,0.8420840482
1700001L05Rik,0.4043305448,0.038334061,0.1710426456
1700001L19Rik,0.5307863241,1,1
1700001O22Rik,0.7609356195,1,1
1700001P01Rik,0.3717124537,1,1
1700003E16Rik,-0.3159998027,0.4828522696,0.805330779
1700003F12Rik,-1.1445195608,2.59118002745541E-05,0.0003738858
1700003M02Rik,-1.2191035602,0.1178859865,0.3751690465
1700003M07Rik,-0.6279947471,0.3653629777,0.7196885569
1700006A11Rik,-1.6147268052,0.3975255195,0.7482782168
1700006H21Rik,0.1053070789,1,1
1700007G11Rik,0.0961866366,1,1
1700007I08Rik,-0.5645853019,0.5699067998,0.8542565206
1700007J10Rik,-0.608405418,0.3206876378,0.6758645536
1700007K09Rik,1.7774211642,0.7610728089,0.9556895314
1700007K13Rik,-1.8794349375,0.1040111958,0.3454464063
1700007L15Rik,0.1777417933,0.8874670947,1
1700008F21Rik,1.4212733966,1,1
1700008J07Rik,-0.3035820451,0.2532874105,0.5942605267
1700008K24Rik,0.4955063223,1,1
1700008O03Rik,-0.0808116419,0.7644219269,0.957606153
1700009C05Rik,1.0760525181,1,1
1700009N14Rik,-3.0935241313,0.0001782284,0.0020786064
1700009P17Rik,-1.5843484365,0.0851534137,0.3020787427
1700010B08Rik,-0.9383936422,0.5891048954,0.8623906514
1700010I14Rik,-0.1147804581,0.7998010867,0.9768843852
1700010M22Rik,-0.9080512353,0.5156912801,0.8226937192
1700011A15Rik,0.4028505524,1,1
1700011E24Rik,-0.0030922214,1,1
1700011H14Rik,0.2542559107,1,1
1700011I03Rik,-0.1783831195,0.7598300228,0.9549159404
1700011J10Rik,-0.348982612,0.3750335862,0.7284021384
1700011L22Rik,-2.9055250001,0.3063649235,0.6596329947
1700012A16Rik,0.5753677566,0.3769526841,0.7305094644
1700012B09Rik,2.0729008305,0.9205831998,1
1700012B15Rik,0.0614956543,0.8382068671,0.996883585
1700012D01Rik,0.7400079422,0.2700245825,0.6160640375
1700012D14Rik,-0.023938386,0.889038764,1
1700012I11Rik,Inf,1,1
1700013F07Rik,-1.4908090246,0.481134629,0.8038679515
1700013G23Rik,-1.2025925444,0.1482705788,0.4357344643
1700013G24Rik,-0.78098982,0.6271621823,0.8845190941
1700013N18Rik,-0.8763400048,0.4527879021,0.7898487193
1700015E13Rik,0.0710411255,1,1
1700015F17Rik,-1.2177427519,0.4708191881,0.7972974134
1700016C15Rik,-0.8564058546,0.5371584692,0.8357376193
1700016G22Rik,0.8079695572,1,1
1700016K19Rik,Inf,1,1
1700016L04Rik,-0.0057721323,0.7998829679,0.9768843852
1700016M24Rik,-0.0220697146,1,1
1700017B05Rik,0.1316080169,0.4410308904,0.7810602621
1700017D01Rik,0.6858305372,1,1
1700017G19Rik,0.6858305372,1,1
1700018A04Rik,-1.0507419101,0.0727939213,0.2717032211
1700018A14Rik,Inf,1,1
1700018B08Rik,Inf,0.8420354745,0.9987655361
1700018B24Rik,1.5706063438,1,1
1700018F24Rik,0.0810465633,1,1
1700018L02Rik,0.1767680236,1,1
1700019A02Rik,Inf,1,1
1700019B03Rik,-0.188178133,0.7750785442,0.9638230196
1700019B21Rik,-0.7591024035,0.5130003248,0.8226937192
1700019D03Rik,-Inf,0.3138685625,0.6687362127
1700019E19Rik,-0.2582703007,0.2327665606,0.5704257831
1700019G17Rik,-0.6302048165,0.2308140741,0.568254215
1700019G24Rik,-1.78098982,0.4700809121,0.7972974134
1700019L03Rik,-0.4226224059,0.1674129169,0.4681527789
1700019N12Rik,0.9282313254,0.4518009291,0.7889329675
1700019N19Rik,Inf,1,1
1700020A23Rik,-1.3582735998,0.2839177421,0.6343101897
1700020C07Rik,-2.2179880698,0.324733656,0.6787233067
1700020D05Rik,-0.3610906795,0.5324565585,0.8344598687
1700020I14Rik,-0.0967778453,0.5866842645,0.8607502709
1700020L24Rik,-0.772858139,0.1251922125,0.3904091931
1700020N01Rik,0.4638950175,1,1
1700020N18Rik,0.6858305372,1,1
1700020O03Rik,-0.047203333,0.7653234494,0.9576668635
1700021C14Rik,-0.7031718688,0.2003412098,0.5232052933
1700021F05Rik,-0.1839592462,0.3509566603,0.7061385622
1700021K19Rik,-0.515058208,0.0015616754,0.0131777848
1700022I11Rik,-0.8446258455,0.5850958816,0.8602250608
1700022P22Rik,-0.2024535087,0.7567584838,0.9541569708
1700023A16Rik,-0.1936205031,0.7070580061,0.9266946728
1700023F06Rik,-0.4302323602,0.6522821568,0.8966926247
1700023L04Rik,1.3804801911,0.9870312108,1
1700024F13Rik,-Inf,0.0503540257,0.208866072
1700024P03Rik,2.4021399663,0.9329517618,1
1700024P16Rik,-1.667834238,0.0017065329,0.0141982879
1700025E21Rik,0.0129486826,1,1
1700025F22Rik,-1.8089041415,0.4647783185,0.7960415469
1700025G04Rik,-0.2345703972,0.4689842338,0.7972974134
1700025K23Rik,-0.5844253833,0.11956924,0.3787344013
1700025N23Rik,-0.8814571614,0.5162251483,0.8226937192
1700026D08Rik,-0.2626406958,0.7032674798,0.9249023147
1700026F02Rik,Inf,1,1
1700026J04Rik,2.5548195462,0.7792543391,0.9654374005
1700026L06Rik,-1.134624869,0.47519055,0.8003924754
1700027D21Rik,0.8743601285,1,1
1700027H10Rik,-1.78098982,0.4348311783,0.775747114
1700027I24Rik,0.3869223973,1,1
1700028E10Rik,1.6041116188,0.8254924952,0.9890011786
1700028I16Rik,0.2181061003,1,1
1700028J19Rik,-0.0676860988,0.885876539,1
1700028K03Rik,-0.2825335409,0.6557389422,0.8987048494
1700028P14Rik,Inf,1,1
1700029F09Rik,0.519899264,0.0065607553,0.0435545087
1700029F12Rik,-1.9080512353,0.4733106906,0.7987813949
1700029G01Rik,-0.2448088494,0.412914213,0.7618762875
1700029H14Rik,-0.4677494708,0.6617868737,0.9029829565
1700029I01Rik,-0.4093279222,0.4990902261,0.8184566211
1700029I15Rik,-0.3590179506,0.6406593346,0.8906079092
1700029J03Rik,-Inf,0.4452639341,0.7848003966
1700029J07Rik,-0.3792040568,0.4999577213,0.8190989068
1700029J11Rik,-0.1958891199,0.7619650936,0.956240744
1700029M20Rik,-0.3289314548,0.7113955971,0.9285686843
1700029P11Rik,1.0735489978,1,1
1700030J22Rik,0.2730025739,0.6477911221,0.8938738578
1700030K09Rik,-0.2890195403,0.1811196156,0.4912754718
1700034F02Rik,-0.4745884827,0.611114129,0.8775939449
1700034H14Rik,0.3432576573,0.1209410804,0.3816461519
1700034H15Rik,-0.5499636819,0.6451354259,0.8927944407
1700034I23Rik,-2.445052702,0.3643791474,0.7187375551
1700034J05Rik,-0.8827909388,0.5477061924,0.8422934713
1700034O15Rik,Inf,1,1
1700034P13Rik,-1.1533695596,0.4792761048,0.8028667642
1700037C18Rik,-0.5045534753,0.1723365814,0.4768450625
1700037H04Rik,-0.3024837855,0.0809164637,0.2921955121
1700039E15Rik,0.4349963395,1,1
1700040I03Rik,-0.160414203,0.426795397,0.7702721707
1700040L02Rik,-0.116162511,0.8003004241,0.9769295925
1700042G15Rik,0.0586702817,1,1
1700042O10Rik,1.1660219405,0.9724636831,1
1700045H11Rik,Inf,1,1
1700045I19Rik,-0.1402170989,0.7283670118,0.9400785748
1700047G03Rik,0.0700613481,1,1
1700047M11Rik,-1.9080512353,0.4311551705,0.7740019925
1700048M11Rik,-1.3855001244,0.238590192,0.5774063777
1700048O20Rik,0.4418035401,0.2944295859,0.6458092369
1700049G17Rik,-0.1176329247,0.6760876338,0.9105834547
1700051A21Rik,Inf,1,1
1700052K11Rik,0.0526327649,0.9133262001,1
1700052N19Rik,0.3754303265,0.0510888788,0.2109990307
1700054M17Rik,-0.9299386519,0.6243231197,0.8840455802
1700054N08Rik,0.7691030152,0.0022691919,0.01789889
1700055N04Rik,Inf,1,1
1700056E22Rik,-0.5645769666,0.4054858922,0.7551777222
1700057K13Rik,-1.4163498977,0.4690941787,0.7972974134
1700060C20Rik,-Inf,0.4160294886,0.7618762875
1700061G19Rik,-0.4366529721,0.5949821243,0.8654011227
1700061I17Rik,Inf,1,1
1700061J05Rik,-0.9080512353,0.5156912801,0.8226937192
1700065D16Rik,0.4138996796,0.9760992826,1
1700065I17Rik,-1.7325083295,0.434203609,0.7753507185
1700065J18Rik,-Inf,0.1426822797,0.425451717
1700066B17Rik,0.1708708118,1,1
1700066B19Rik,-0.287961498,0.7040065348,0.9251821404
1700066J24Rik,0.8563035625,0.0007221959,0.0068646499
1700066M21Rik,0.3771895156,0.0658724079,0.253342451
1700067K01Rik,-0.170663386,0.7881364178,0.9704563875
1700067P10Rik,Inf,1,1
1700071M16Rik,1.0932278164,1,1
1700073E17Rik,-0.7325083295,0.57495219,0.8549986648
1700074P13Rik,1.0999165156,1,1
1700081L11Rik,-0.1401979077,0.3547579043,0.7096132521
1700084C01Rik,-5.3777088104,0.0033336898,0.0247781247
1700084E18Rik,-0.4081885449,0.6562108621,0.8988897318
1700084J12Rik,-0.0471054949,0.879659013,1
1700086L19Rik,-0.4903108804,0.6287528416,0.8848390627
1700086O06Rik,0.0194299013,0.9902562548,1
1700088E04Rik,-0.4056868658,0.6148431191,0.8793591096
1700092C10Rik,Inf,1,1
1700092M07Rik,0.1241953091,1,1
1700093K21Rik,-Inf,0.4195156368,0.7631942402
1700094D03Rik,0.1288256705,0.7486162361,0.9506408993
1700096J18Rik,0.731899508,1,1
1700096K18Rik,-0.9396741093,0.0145953992,0.0827788539
1700101E01Rik,-4.3983882232,0.0588315572,0.2337197208
1700101I11Rik,-0.1893091592,0.7396817317,0.9454895021
1700102H20Rik,0.480532674,0.7571187699,0.9541569708
1700102P08Rik,0.4283077195,0.8070132988,0.9796164384
1700104A03Rik,-0.97807802,0.5143164787,0.8226937192
1700105P06Rik,-1.2905902159,0.4004519794,0.7507493328
1700106N22Rik,-0.4354502886,0.1892102329,0.5042585777
1700108F19Rik,-0.8739949073,0.5436980502,0.8401107801
1700108J01Rik,0.1053070789,1,1
1700109G14Rik,-2.4173296751,0.3673663784,0.7207182218
1700109H08Rik,0.1307773469,0.8815585105,1
1700110C19Rik,-2.0027289826,0.3037294382,0.6567514822
1700110K17Rik,Inf,1,1
1700110M21Rik,-0.9080512353,0.5757790675,0.8549986648
1700112E06Rik,1.4277689471,0.0402224153,0.1772094854
1700112H15Rik,-0.2577946873,0.6369959363,0.8882597204
1700113A16Rik,0.6159567534,0.0131460415,0.0763497803
1700113I22Rik,-0.5524372552,0.1508808296,0.4399157522
1700120C14Rik,0.3637927316,1,1
1700120K04Rik,0.1065851558,1,1
1700123I01Rik,Inf,1,1
1700123L14Rik,-0.963553506,0.2767928932,0.6256284825
1700123M08Rik,-1.2925417706,0.0734594205,0.2731757321
1700123O20Rik,0.3696160409,0.0634606505,0.2467611562
1700125D06Rik,Inf,1,1
1700125G22Rik,-0.3460553883,0.6948369761,0.9197207698
1700125H03Rik,-0.0192795718,0.917495117,1
1700125H20Rik,0.6231100705,1,1
1700128A07Rik,1.2299953951,1,1
1700129C05Rik,-0.3053049946,0.6365506728,0.8882597204
1810006K21Rik,0.3024508034,0.0866923682,0.3052408318
1810008A18Rik,0.0045208034,0.9668178248,1
1810009A15Rik,0.2259391254,0.3011592552,0.6536572208
1810010D01Rik,-Inf,0.1363385019,0.4126109305
1810010H24Rik,-1.0120230066,0.023081563,0.1180410056
1810011O10Rik,-0.5871968291,0.0455891077,0.1946356399
1810012K16Rik,0.4912331491,0.9941347348,1
1810012P15Rik,0.5994887232,0.0836496536,0.2986818372
1810013D10Rik,0.2088507483,0.3581714079,0.7138546505
1810013L24Rik,-0.112292348,0.5753507542,0.8549986648
1810014B01Rik,0.4349832134,0.4138868732,0.7618762875
1810014F10Rik,0.0209320244,1,1
1810019D21Rik,-0.67436003,0.437735768,0.778136685
1810019J16Rik,Inf,0.8430823087,0.9993316476
1810020D17Rik,-0.2176693561,0.4336765782,0.7749944552
1810020O05Rik,-1.8812545381,0.3870221289,0.7396081544
1810021B22Rik,-0.6085420339,0.3958692743,0.7468756781
1810022K09Rik,0.2390642141,0.680787814,0.9133412384
1810024B03Rik,0.1796894648,0.9768274481,1
1810026B05Rik,0.0955988438,0.7056740325,0.9260240132
1810026J23Rik,-0.0904448199,0.5585323793,0.8491494293
1810027O10Rik,0.1747998336,0.3743332604,0.7275344637
1810029B16Rik,0.3207187707,0.275687708,0.6237760522
1810030N24Rik,0.0201794685,0.9785991617,1
1810030O07Rik,-0.1288757674,0.4373559806,0.7778357574
1810031K17Rik,-0.163472559,0.4467486301,0.7856897138
1810032O08Rik,-0.2039213977,0.3665186326,0.7204809571
1810033B17Rik,1.2124335636,0.1182360465,0.3759853758
1810034E14Rik,-0.9742545466,0.0544686559,0.2212941805
1810035L17Rik,0.2194334388,0.3941489111,0.7456730801
1810037I17Rik,0.4145705565,0.0261116011,0.1293854638
1810041L15Rik,-3.6192169192,1.73237635198308E-07,0.000003888
1810043G02Rik,-0.6446527424,0.0016608796,0.0138519292
1810043H04Rik,-0.1777193966,0.5115181414,0.8226937192
1810044D09Rik,-0.0962391286,0.8499956495,1
1810046J19Rik,-0.262595391,0.1866527952,0.5005516773
1810048J11Rik,0.1099347387,0.5643733324,0.8520263535
1810049H13Rik,-0.2551046145,0.549993081,0.84412174
1810055G02Rik,0.1757966312,0.3037681407,0.6567526719
1810058I24Rik,-0.0632974556,0.7103457823,0.928355243
1810062G17Rik,0.7203546432,0.1859688422,0.499103689
1810062O18Rik,-0.3936252466,0.6813385429,0.9135428389
1810063B05Rik,0.2606707683,0.2990814756,0.6511365675
1810063B07Rik,0.0649968014,0.8702623545,1
1810074P20Rik,0.4703722368,0.0139650683,0.0799982314
2010001E11Rik,-1.9080512353,0.4311551705,0.7740019925
2010001M06Rik,-0.1952770858,0.7675405932,0.9586043511
2010001M09Rik,-0.9080512353,0.5156912801,0.8226937192
2010002M12Rik,-0.9667937757,0.1136937009,0.3663652878
2010002N04Rik,2.3317606261,3.23751552251455E-34,9.44586308551956E-32
2010003K11Rik,1.3315173749,1,1
2010003O02Rik,0.6585724224,0.6416553567,0.8916253883
2010005H15Rik,Inf,0.2756229034,0.6237760522
2010009K17Rik,0.2245132432,1,1
2010010A06Rik,0.4088965102,1,1
2010011I20Rik,-0.1506724363,0.4754742334,0.8003924754
2010012O05Rik,0.3195314648,0.2388715602,0.5777624052
2010015L04Rik,-0.094066784,0.7344516361,0.9424797494
2010016I18Rik,-1.4547716133,0.3437990562,0.6993594074
2010106C02Rik,-0.97807802,0.5143164787,0.8226937192
2010106G01Rik,0.3382756085,0.0318162543,0.1500506852
2010107E04Rik,0.3774538237,0.0378978868,0.1698891205
2010107G12Rik,-1.1671858477,0.3997023403,0.7499996281
2010107G23Rik,-0.631752939,0.4931132983,0.8140838513
2010107H07Rik,-0.2120216213,0.442912795,0.7830236062
2010109A12Rik,0.7967170264,1,1
2010109K11Rik,0.8609759082,2.76135682493967E-05,0.000394473
2010111I01Rik,0.0550895416,0.8127207406,0.9826492627
2010204K13Rik,0.0872049172,0.9201807201,1
2010300C02Rik,-0.5202328222,0.5801394161,0.8573591955
2010305A19Rik,0.1637546814,0.4530362084,0.7898987389
2010308F09Rik,-Inf,0.2480674718,0.5893158849
2010310C07Rik,-1.3954422585,0.475955237,0.8008109599
2010317E24Rik,0.2198381054,0.3400756438,0.6959960109
2010320M18Rik,0.0708465157,0.8516348931,1
2010321M09Rik,0.2743939702,0.1196043166,0.3787344013
2200002D01Rik,0.0249744583,0.9303098654,1
2200002K05Rik,-0.9233747994,0.4069665242,0.7564541354
2210009G21Rik,-0.113087359,0.6517578105,0.8964058741
2210010C04Rik,-2.1770559146,0.332358745,0.6873991873
2210010C17Rik,1.6352184025,1,1
2210012G02Rik,-0.0421860777,0.8056401514,0.9790532697
2210013O21Rik,-0.5019432958,0.006883085,0.0453272475
2210015D19Rik,-0.3207341222,0.198348926,0.5196132114
2210016F16Rik,0.1506064515,0.4541561025,0.7904475474
2210016L21Rik,-0.3673237111,0.0386863292,0.1719903075
2210018M11Rik,0.3214180145,0.0713097988,0.268370546
2210020M01Rik,0.252744056,1,1
2210021J22Rik,-0.1246501909,0.6264549393,0.8844940174
2210039B01Rik,-Inf,0.3218226284,0.6758645536
2210403K04Rik,0.9135904296,9.50382812132016E-05,0.0011906284
2210404J11Rik,-0.4625923581,0.1258585806,0.3917775058
2210404O07Rik,-0.5554384283,0.4526231791,0.7898487193
2210404O09Rik,0.0847264012,0.7949158451,0.9749133083
2210408F21Rik,0.6253547743,0.1873231921,0.5011004553
2210408I21Rik,0.0978211851,0.7843777327,0.9685995904
2210409E12Rik,-Inf,2.02430279019032E-13,1.09579711416152E-11
2210411K11Rik,-0.8201004224,0.1647030547,0.4633897241
2210416O15Rik,-1.0794082854,0.3194683569,0.6751784279
2210417K05Rik,-1.0512466516,0.1809075675,0.4912754718
2300009A05Rik,-0.5608292653,0.0954524571,0.3258862745
2310001A20Rik,-0.029242116,0.8485392156,1
2310001H17Rik,-1.1479309597,0.1652449921,0.4644039341
2310002J15Rik,Inf,1,1
2310003C23Rik,0.1606613547,0.3799807885,0.7325639822
2310003F16Rik,0.0277366659,0.9116595137,1
2310003H01Rik,-0.6891343487,0.0003450981,0.0036580107
2310003L22Rik,-0.0374250444,0.8682043592,1
2310004I24Rik,-0.018112938,0.9111143849,1
2310004N24Rik,-0.1421995892,0.5072225271,0.8226937192
2310008H04Rik,0.6280316867,0.000839105,0.0077574399
2310008H09Rik,0.2630096615,0.1612357337,0.457250728
2310008N11Rik,-0.9949260532,0.4661843669,0.7963578141
2310009A05Rik,0.051107835,0.9213589468,1
2310009B15Rik,-0.2142100514,0.5580104281,0.8490063387
2310010J17Rik,-0.4751343427,0.4372013491,0.7778357574
2310011J03Rik,-0.2592334643,0.1291166215,0.3980325075
2310014L17Rik,0.4651853414,0.3301525977,0.6846999387
2310015A10Rik,-0.111027078,0.7136603193,0.9305369441
2310015B20Rik,-0.9299386519,0.5152567666,0.8226937192
2310016M24Rik,-0.229449393,0.1854189021,0.4980589509
2310020H05Rik,-0.97807802,0.5143164787,0.8226937192
2310021P13Rik,0.038572502,0.8748162979,1
2310022A10Rik,-0.2337848892,0.2098675453,0.5377373125
2310022B05Rik,-0.5557957735,0.0001093467,0.0013425784
2310028H24Rik,0.7720733055,4.63836950645158E-05,0.000626726
2310030G06Rik,-0.3937190139,0.644743623,0.8927944407
2310030N02Rik,0.1766674681,0.6334934711,0.8877366176
2310033E01Rik,-Inf,0.4160294886,0.7618762875
2310033P09Rik,0.104679068,0.7969083048,0.9754870956
2310034G01Rik,-0.3300345664,0.596921301,0.866683812
2310035C23Rik,0.2808637089,0.1068025309,0.3511413295
2310035K24Rik,0.6464661639,0.0106906202,0.0645034474
2310036O22Rik,-0.0526147166,0.7235062308,0.9369873801
2310037I24Rik,0.0491862182,0.8397337963,0.9975279531
2310039H08Rik,-0.0993130133,0.6934292014,0.9192583791
2310040G24Rik,0.0073365174,1,1
2310042D19Rik,0.8139189767,0.0056657089,0.0386561685
2310043J07Rik,0.6550238488,1,1
2310043O21Rik,Inf,1,1
2310044G17Rik,-0.0897178976,0.6030508423,0.8714671927
2310044H10Rik,-0.0544678375,0.683270114,0.9142488723
2310045N01Rik,-0.2646305567,0.2291078664,0.5658810036
2310046K01Rik,0.2051037694,1,1
2310046O06Rik,-0.5832146725,0.002215454,0.0175422381
2310047B19Rik,-0.1312340428,0.5950346157,0.8654043489
